src,dst,type,label
6831,49099,206,concept:animalthatfeedoninsect_inv
5936,1955,8,concept:subpartof_inv
4867,7043,3,concept:proxyfor
21508,21506,66,concept:hasspouse_inv
49105,17377,94,concept:animaleatfood_inv
64911,4079,155,concept:athleteplayssport
62032,62030,190,concept:musicianinmusicartist_inv
48760,48750,94,concept:animaleatfood_inv
859,12559,10,concept:atdate_inv
45199,17501,315,concept:academicfieldsuchasacademicfield
859,76,10,concept:atdate_inv
10632,577,3,concept:proxyfor
6091,4767,16,concept:mutualproxyfor_inv
69978,1129,173,concept:persondiedincountry
729,5949,17,concept:locationlocatedwithinlocation
49014,48342,78,concept:animalpreyson_inv
1217,1218,65,concept:hasspouse
51341,51380,136,concept:professionistypeofprofession_inv
4681,4398,170,concept:hasofficeincity_inv
717,2855,10,concept:atdate_inv
32341,564,3,concept:proxyfor
45940,16342,313,concept:academicfieldconcernssubject
5885,5883,172,concept:beveragemadefrombeverage_inv
3,171,399,concept:agentbelongstoorganization_inv
51142,12026,374,concept:politicianusendorsedbypoliticianus_inv
574,72223,14,concept:agentparticipatedinevent_inv
661,832,391,concept:automobilemakercardealersinstateorprovince
46605,46612,321,concept:emotionassociatedwithdisease
4398,4808,169,concept:hasofficeincity
68077,6319,26,concept:agentcollaborateswithagent_inv
3934,59312,158,concept:athleteplaysforteam_inv
26123,52517,110,concept:itemfoundinroom_inv
434,3017,9,concept:atdate
54418,55187,370,concept:bakedgoodservedwithbeverage_inv
32691,10590,285,concept:countrylocatedingeopoliticallocation
620,1440,10,concept:atdate_inv
9030,9029,12,concept:latitudelongitude_inv
39412,39409,237,concept:teamplaysagainstteam
5308,5320,97,concept:agentcontributedtocreativework
13035,29996,95,concept:subpartoforganization
3757,37626,4,concept:proxyfor_inv
52442,1208,3,concept:proxyfor
24702,69012,2,concept:worksfor_inv
1502,58805,40,concept:bodypartcontainsbodypart_inv
12702,463,25,concept:agentcollaborateswithagent
42397,42107,297,concept:sportusesequipment
13663,1584,53,concept:parentofperson
4492,9567,17,concept:locationlocatedwithinlocation
20304,49329,231,concept:agriculturalproductcookedwithagriculturalproduct
9877,48487,77,concept:animalpreyson
51584,4165,136,concept:professionistypeofprofession_inv
50313,21873,249,concept:chemicalistypeofchemical
7836,72390,170,concept:hasofficeincity_inv
36934,10616,213,concept:citylocatedincountry
25277,25278,15,concept:mutualproxyfor
28313,1844,208,concept:producesproduct_inv
1601,61029,62,concept:persongraduatedschool_inv
1208,46777,4,concept:proxyfor_inv
42091,39442,298,concept:sportusesequipment_inv
23741,20812,52,concept:agentactsinlocation_inv
62741,241,377,concept:politicianusmemberofpoliticalgroup
30749,1424,7,concept:subpartof
637,8802,10,concept:atdate_inv
24276,39515,237,concept:teamplaysagainstteam
26767,574,13,concept:agentparticipatedinevent
14982,48485,78,concept:animalpreyson_inv
13466,128,44,concept:agentcreated_inv
59179,29698,373,concept:politicianusendorsedbypoliticianus
50221,21873,249,concept:chemicalistypeofchemical
576,18918,16,concept:mutualproxyfor_inv
7502,69015,218,concept:journalistwritesforpublication_inv
716,14987,10,concept:atdate_inv
49132,49263,350,concept:fishservedwithfood_inv
47850,48332,338,concept:plantincludeplant_inv
20016,1360,9,concept:atdate
29996,30773,268,concept:televisionstationaffiliatedwith_inv
1208,3418,16,concept:mutualproxyfor_inv
46999,24276,325,concept:sportsgameteam
21873,49939,250,concept:chemicalistypeofchemical_inv
859,2931,10,concept:atdate_inv
49335,48497,81,concept:animalsuchasfish
52274,49626,362,concept:agriculturalproducttoattractinsect_inv
17639,12306,15,concept:mutualproxyfor
1910,2303,39,concept:bodypartcontainsbodypart
36239,5554,121,concept:citylocatedinstate
65747,20853,155,concept:athleteplayssport
58151,58152,331,concept:drugpossiblytreatsphysiologicalcondition
12020,537,139,concept:politicianrepresentslocation
4403,4398,52,concept:agentactsinlocation_inv
38882,624,9,concept:atdate
20551,14693,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
1239,1234,14,concept:agentparticipatedinevent_inv
2564,56121,22,concept:companyeconomicsector_inv
10039,744,59,concept:persongraduatedfromuniversity
66999,39487,157,concept:athleteplaysforteam
5171,5246,194,concept:countryalsoknownas_inv
620,16261,10,concept:atdate_inv
9335,57835,328,concept:drughassideeffect_inv
744,3847,62,concept:persongraduatedschool_inv
6097,15730,2,concept:worksfor_inv
1208,10531,17,concept:locationlocatedwithinlocation
26944,570,9,concept:atdate
41051,13801,1,concept:worksfor
6752,892,6,concept:agentcompeteswithagent_inv
59173,59404,374,concept:politicianusendorsedbypoliticianus_inv
745,16210,88,concept:synonymfor_inv
66556,35706,183,concept:athletehomestadium
15671,35442,305,concept:sportusesstadium
622,55485,34,concept:objectfoundinscene_inv
59802,35361,183,concept:athletehomestadium
7370,59108,362,concept:agriculturalproducttoattractinsect_inv
72774,72758,35,concept:agentinvolvedwithitem
43860,44447,310,concept:bookwriter_inv
10226,18689,75,concept:animalistypeofanimal
29996,31140,268,concept:televisionstationaffiliatedwith_inv
892,6749,5,concept:agentcompeteswithagent
33096,746,3,concept:proxyfor
15157,15158,11,concept:latitudelongitude
48342,13365,78,concept:animalpreyson_inv
34131,33892,257,concept:hotelincity
49461,5775,200,concept:arthropodcalledarthropod_inv
1428,620,9,concept:atdate
620,4287,10,concept:atdate_inv
1684,29375,37,concept:agentcontrols
5091,3220,121,concept:citylocatedinstate
10246,40326,238,concept:teamplaysagainstteam_inv
48754,48750,94,concept:animaleatfood_inv
574,6749,14,concept:agentparticipatedinevent_inv
625,4429,10,concept:atdate_inv
12513,637,9,concept:atdate
73835,62573,26,concept:agentcollaborateswithagent_inv
10786,857,9,concept:atdate
19743,19744,11,concept:latitudelongitude
7369,49099,200,concept:arthropodcalledarthropod_inv
48342,48378,78,concept:animalpreyson_inv
20853,60345,156,concept:athleteplayssport_inv
241,59179,378,concept:politicianusmemberofpoliticalgroup_inv
576,10890,23,concept:atlocation
1524,35509,240,concept:stadiumlocatedincity_inv
1022,5981,108,concept:competeswith_inv
448,21215,24,concept:atlocation_inv
42150,42095,297,concept:sportusesequipment
3391,49592,114,concept:invertebratefeedonfood_inv
857,24880,10,concept:atdate_inv
43031,44675,310,concept:bookwriter_inv
66495,18158,157,concept:athleteplaysforteam
72885,4636,393,concept:automobilemakerdealersincity
49843,50278,250,concept:chemicalistypeofchemical_inv
65011,39962,259,concept:athletewinsawardtrophytournament
14483,14484,163,concept:organizationacronymhasname
9114,43,38,concept:agentcontrols_inv
69419,22640,65,concept:hasspouse
6394,1145,3,concept:proxyfor
574,8042,14,concept:agentparticipatedinevent_inv
11752,913,43,concept:agentcreated
31438,4459,212,concept:cityliesonriver_inv
11290,41130,290,concept:mountaininstate_inv
27321,64910,158,concept:athleteplaysforteam_inv
47594,58111,332,concept:drugpossiblytreatsphysiologicalcondition_inv
38742,39574,178,concept:teamplaysincity_inv
60843,59871,373,concept:politicianusendorsedbypoliticianus
4494,3115,107,concept:competeswith
1645,58833,364,concept:arterycalledartery_inv
30024,121,95,concept:subpartoforganization
35159,35160,11,concept:latitudelongitude
15455,15454,26,concept:agentcollaborateswithagent_inv
19425,19433,43,concept:agentcreated
34218,34217,12,concept:latitudelongitude_inv
18233,18232,12,concept:latitudelongitude_inv
19020,570,9,concept:atdate
23152,2275,15,concept:mutualproxyfor
2552,2393,39,concept:bodypartcontainsbodypart
70475,21374,1,concept:worksfor
241,68294,378,concept:politicianusmemberofpoliticalgroup_inv
10392,717,9,concept:atdate
73359,5270,108,concept:competeswith_inv
17947,3638,76,concept:animalistypeofanimal_inv
35352,65251,184,concept:athletehomestadium_inv
107,637,9,concept:atdate
636,3266,10,concept:atdate_inv
16241,16236,44,concept:agentcreated_inv
12032,59321,373,concept:politicianusendorsedbypoliticianus
32902,29408,251,concept:coachesteam
60640,60641,43,concept:agentcreated
1684,39952,26,concept:agentcollaborateswithagent_inv
55890,26117,109,concept:itemfoundinroom
46466,717,9,concept:atdate
50949,25463,31,concept:organizationhiredperson
53110,53757,366,concept:weaponssuchasweapons_inv
29213,29211,38,concept:agentcontrols_inv
996,68550,102,concept:politicianholdsoffice_inv
19220,7769,285,concept:countrylocatedingeopoliticallocation
1477,620,9,concept:atdate
1070,1340,112,concept:istallerthan_inv
13128,67047,226,concept:athleteflyouttosportsteamposition_inv
717,74883,10,concept:atdate_inv
28738,13976,1,concept:worksfor
6834,22893,12,concept:latitudelongitude_inv
75256,699,49,concept:personborninlocation
51581,51373,135,concept:professionistypeofprofession
8267,637,9,concept:atdate
26079,52517,110,concept:itemfoundinroom_inv
58700,66149,204,concept:athleteinjuredhisbodypart_inv
25699,574,13,concept:agentparticipatedinevent
6831,49574,195,concept:animalsuchasinsect
909,1393,10,concept:atdate_inv
3022,52175,10,concept:atdate_inv
570,10075,10,concept:atdate_inv
34506,37883,17,concept:locationlocatedwithinlocation
12374,12375,67,concept:haswife
746,22971,15,concept:mutualproxyfor
52012,51992,248,concept:clothingtogowithclothing_inv
14933,14931,86,concept:personchargedwithcrime_inv
14547,17130,2,concept:worksfor_inv
12030,59870,374,concept:politicianusendorsedbypoliticianus_inv
2267,2083,9,concept:atdate
5576,448,3,concept:proxyfor
19653,3280,16,concept:mutualproxyfor_inv
68304,28744,101,concept:politicianholdsoffice
45436,45229,315,concept:academicfieldsuchasacademicfield
13825,39962,308,concept:awardtrophytournamentisthechampionshipgameofthenationalsport_inv
72794,72795,389,concept:automakerproducesmodel
21437,7786,37,concept:agentcontrols
12808,620,9,concept:atdate
3837,33888,258,concept:hotelincity_inv
413,70617,2,concept:worksfor_inv
20271,7323,94,concept:animaleatfood_inv
7502,70178,218,concept:journalistwritesforpublication_inv
42134,42278,298,concept:sportusesequipment_inv
8531,8530,12,concept:latitudelongitude_inv
9354,54531,222,concept:beveragecontainsprotein_inv
8097,40123,237,concept:teamplaysagainstteam
51968,52007,247,concept:clothingtogowithclothing
61458,11373,173,concept:persondiedincountry
44825,44813,309,concept:bookwriter
51972,52979,247,concept:clothingtogowithclothing
1363,1985,10,concept:atdate_inv
7370,7370,77,concept:animalpreyson
31304,234,267,concept:televisionstationaffiliatedwith
28478,28479,11,concept:latitudelongitude
3665,27536,122,concept:citylocatedinstate_inv
6091,38838,18,concept:locationlocatedwithinlocation_inv
3461,574,13,concept:agentparticipatedinevent
12282,67739,57,concept:personbelongstoorganization
64114,413,1,concept:worksfor
49821,49844,250,concept:chemicalistypeofchemical_inv
17413,896,43,concept:agentcreated
49521,6831,195,concept:animalsuchasinsect
7323,20398,93,concept:animaleatfood
5231,39273,287,concept:countrycurrency
160,3225,371,concept:newspaperincity
69804,59275,383,concept:visualartistartform
40130,39981,263,concept:teamwontrophy
589,4703,17,concept:locationlocatedwithinlocation
12824,6740,148,concept:organizationdissolvedatdate_inv
53110,53449,366,concept:weaponssuchasweapons_inv
48980,835,329,concept:agriculturalproductcomingfromvertebrate
48,20024,4,concept:proxyfor_inv
35977,1609,17,concept:locationlocatedwithinlocation
1441,46439,318,concept:languageofcountry_inv
281,39492,237,concept:teamplaysagainstteam
69355,69354,44,concept:agentcreated_inv
620,10323,10,concept:atdate_inv
18015,48390,78,concept:animalpreyson_inv
30285,946,7,concept:subpartof
48396,48389,344,concept:mammalsuchasmammal_inv
29,30712,26,concept:agentcollaborateswithagent_inv
54857,54381,345,concept:agriculturalproductincludingagriculturalproduct
28079,805,7,concept:subpartof
52280,27325,183,concept:athletehomestadium
6651,3953,35,concept:agentinvolvedwithitem
601,1186,15,concept:mutualproxyfor
39454,39456,237,concept:teamplaysagainstteam
60855,85,159,concept:athleteplaysinleague
54376,48944,330,concept:agriculturalproductcomingfromvertebrate_inv
59642,59641,244,concept:actorstarredinmovie_inv
27033,699,47,concept:personbornincity
32939,27330,57,concept:personbelongstoorganization
22398,570,9,concept:atdate
7616,18697,28,concept:personleadsorganization_inv
36551,10959,23,concept:atlocation
28715,570,9,concept:atdate
18729,56329,12,concept:latitudelongitude_inv
14950,10590,285,concept:countrylocatedingeopoliticallocation
58179,51976,355,concept:buildingfeaturemadefrombuildingmaterial
41933,41820,293,concept:conceptprerequisiteof
40554,39492,229,concept:teamalsoknownas
28729,28736,83,concept:organizationheadquarteredincity
26720,4617,23,concept:atlocation
3889,32906,8,concept:subpartof_inv
3786,3784,44,concept:agentcreated_inv
4078,40134,180,concept:teamplaysinleague_inv
51373,51617,136,concept:professionistypeofprofession_inv
645,12808,10,concept:atdate_inv
1355,51251,10,concept:atdate_inv
58101,9335,327,concept:drughassideeffect
4871,16622,52,concept:agentactsinlocation_inv
9335,57553,328,concept:drughassideeffect_inv
20816,576,3,concept:proxyfor
26,66295,160,concept:athleteplaysinleague_inv
28141,28140,78,concept:animalpreyson_inv
589,3073,90,concept:buildinglocatedincity_inv
15669,66757,158,concept:athleteplaysforteam_inv
934,50911,92,concept:organizationheadquarteredincountry_inv
25684,62556,336,concept:musicartistgenre_inv
10713,583,9,concept:atdate
32887,34677,90,concept:buildinglocatedincity_inv
18112,887,16,concept:mutualproxyfor_inv
746,4452,18,concept:locationlocatedwithinlocation_inv
32245,50556,12,concept:latitudelongitude_inv
744,24004,62,concept:persongraduatedschool_inv
45199,45489,311,concept:academicprogramatuniversity
3017,1981,10,concept:atdate_inv
365,38464,4,concept:proxyfor_inv
68068,1586,55,concept:persondiedatage
1909,21619,40,concept:bodypartcontainsbodypart_inv
564,12424,4,concept:proxyfor_inv
11752,20705,43,concept:agentcreated
67404,60,149,concept:coachesinleague
45436,45448,315,concept:academicfieldsuchasacademicfield
4540,72218,372,concept:newspaperincity_inv
13852,717,9,concept:atdate
12730,12729,12,concept:latitudelongitude_inv
17639,12306,7,concept:subpartof
18998,5922,27,concept:personleadsorganization
11218,699,47,concept:personbornincity
26720,4992,23,concept:atlocation
934,71891,92,concept:organizationheadquarteredincountry_inv
3421,45447,312,concept:academicprogramatuniversity_inv
21156,637,9,concept:atdate
72946,13089,44,concept:agentcreated_inv
73410,10278,395,concept:bankbankincountry
570,19220,10,concept:atdate_inv
49851,49834,249,concept:chemicalistypeofchemical
67072,39722,183,concept:athletehomestadium
55935,1129,173,concept:persondiedincountry
58874,1366,9,concept:atdate
54679,54514,172,concept:beveragemadefrombeverage_inv
2430,18038,40,concept:bodypartcontainsbodypart_inv
42245,46697,304,concept:hobbiessuchashobbies_inv
30393,170,95,concept:subpartoforganization
27376,27377,11,concept:latitudelongitude
20853,60520,156,concept:athleteplayssport_inv
293,3,7,concept:subpartof
3508,68384,140,concept:politicianrepresentslocation_inv
6384,718,7,concept:subpartof
35305,35306,11,concept:latitudelongitude
12036,6319,25,concept:agentcollaborateswithagent
31853,634,271,concept:parkincity
2164,18022,78,concept:animalpreyson_inv
69296,22016,235,concept:motherofperson
1033,9787,36,concept:agentinvolvedwithitem_inv
72407,73387,12,concept:latitudelongitude_inv
7701,620,9,concept:atdate
4695,22903,24,concept:atlocation_inv
32246,3947,11,concept:latitudelongitude
12693,463,26,concept:agentcollaborateswithagent_inv
10024,8252,87,concept:synonymfor
30229,1424,7,concept:subpartof
11166,1035,13,concept:agentparticipatedinevent
816,57163,72,concept:touristattractionsuchastouristattraction_inv
23316,17950,75,concept:animalistypeofanimal
1910,2351,39,concept:bodypartcontainsbodypart
48349,20411,93,concept:animaleatfood
5554,52313,4,concept:proxyfor_inv
816,57106,72,concept:touristattractionsuchastouristattraction_inv
4165,29184,135,concept:professionistypeofprofession
4429,71967,170,concept:hasofficeincity_inv
59246,26,159,concept:athleteplaysinleague
74137,74138,95,concept:subpartoforganization
1142,54801,118,concept:fooddecreasestheriskofdisease_inv
903,20761,10,concept:atdate_inv
10297,53334,368,concept:weaponmadeincountry_inv
23976,23975,12,concept:latitudelongitude_inv
5702,13799,1,concept:worksfor
746,33160,4,concept:proxyfor_inv
26188,52517,110,concept:itemfoundinroom_inv
4796,26720,24,concept:atlocation_inv
55717,26169,357,concept:furniturefoundinroom
13286,72921,394,concept:automobilemakerdealersincity_inv
22782,879,85,concept:personchargedwithcrime
568,17030,8,concept:subpartof_inv
26,254,399,concept:agentbelongstoorganization_inv
9335,57637,328,concept:drughassideeffect_inv
8340,54741,172,concept:beveragemadefrombeverage_inv
4628,16622,52,concept:agentactsinlocation_inv
1129,18341,174,concept:persondiedincountry_inv
51513,51512,136,concept:professionistypeofprofession_inv
49423,18035,198,concept:arthropodandotherarthropod_inv
36274,36273,212,concept:cityliesonriver_inv
40761,265,177,concept:teamplaysincity
10306,1208,18,concept:locationlocatedwithinlocation_inv
38715,4163,3,concept:proxyfor
52517,26057,109,concept:itemfoundinroom
54378,1142,117,concept:fooddecreasestheriskofdisease
2430,21622,39,concept:bodypartcontainsbodypart
71574,819,223,concept:ceoof
14693,49175,231,concept:agriculturalproductcookedwithagriculturalproduct
23911,7786,37,concept:agentcontrols
67507,67520,161,concept:hassibling
39453,20830,238,concept:teamplaysagainstteam_inv
59625,59624,12,concept:latitudelongitude_inv
717,5974,10,concept:atdate_inv
1368,6999,10,concept:atdate_inv
29754,29753,44,concept:agentcreated_inv
20922,20920,44,concept:agentcreated_inv
2203,66712,152,concept:coachwontrophy_inv
9364,9383,26,concept:agentcollaborateswithagent_inv
26692,717,9,concept:atdate
33791,56434,12,concept:latitudelongitude_inv
67362,744,61,concept:persongraduatedschool
45188,636,9,concept:atdate
4690,3220,23,concept:atlocation
48041,47840,338,concept:plantincludeplant_inv
5365,29559,98,concept:agentcontributedtocreativework_inv
39959,39427,238,concept:teamplaysagainstteam_inv
1208,17100,24,concept:atlocation_inv
5850,5849,12,concept:latitudelongitude_inv
5904,908,9,concept:atdate
45495,744,311,concept:academicprogramatuniversity
52771,52517,110,concept:itemfoundinroom_inv
717,1334,10,concept:atdate_inv
463,70557,28,concept:personleadsorganization_inv
854,7328,325,concept:sportsgameteam
1584,74410,99,concept:personhasjobposition
19543,645,9,concept:atdate
45342,45356,313,concept:academicfieldconcernssubject
8732,8729,44,concept:agentcreated_inv
43093,25897,310,concept:bookwriter_inv
4149,805,7,concept:subpartof
13825,59301,156,concept:athleteplayssport_inv
7339,1147,78,concept:animalpreyson_inv
531,21,0,concept:agentbelongstoorganization
47840,47910,338,concept:plantincludeplant_inv
53110,53612,366,concept:weaponssuchasweapons_inv
12971,29,38,concept:agentcontrols_inv
39494,1935,238,concept:teamplaysagainstteam_inv
12664,12663,66,concept:hasspouse_inv
69336,69347,43,concept:agentcreated
37270,31572,211,concept:cityliesonriver
49862,49951,249,concept:chemicalistypeofchemical
23156,2280,68,concept:haswife_inv
51969,51965,247,concept:clothingtogowithclothing
13884,13883,98,concept:agentcontributedtocreativework_inv
59180,68229,376,concept:politicianusholdsoffice_inv
2451,1910,40,concept:bodypartcontainsbodypart_inv
24217,24216,12,concept:latitudelongitude_inv
2295,1910,40,concept:bodypartcontainsbodypart_inv
62385,61843,127,concept:musicianplaysinstrument
42914,42916,309,concept:bookwriter
18075,18078,7,concept:subpartof
994,74096,14,concept:agentparticipatedinevent_inv
58167,51976,355,concept:buildingfeaturemadefrombuildingmaterial
39819,40167,237,concept:teamplaysagainstteam
48852,17984,93,concept:animaleatfood
67264,15436,157,concept:athleteplaysforteam
326,14505,58,concept:personbelongstoorganization_inv
43689,43690,44,concept:agentcreated_inv
52054,53004,248,concept:clothingtogowithclothing_inv
55562,2191,109,concept:itemfoundinroom
3230,746,23,concept:atlocation
35611,66475,184,concept:athletehomestadium_inv
30906,3061,267,concept:televisionstationaffiliatedwith
6148,624,9,concept:atdate
13798,38,6,concept:agentcompeteswithagent_inv
12309,12310,11,concept:latitudelongitude
14693,54717,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
26217,909,9,concept:atdate
46178,4122,317,concept:languageofcountry
3392,1147,78,concept:animalpreyson_inv
564,8690,15,concept:mutualproxyfor
7219,7220,97,concept:agentcontributedtocreativework
19985,58561,110,concept:itemfoundinroom_inv
33179,41598,292,concept:radiostationincity_inv
11785,63650,44,concept:agentcreated_inv
16338,16337,12,concept:latitudelongitude_inv
28159,6831,195,concept:animalsuchasinsect
6576,24823,24,concept:atlocation_inv
36093,30034,212,concept:cityliesonriver_inv
35599,60,398,concept:leaguestadiums_inv
1035,39708,325,concept:sportsgameteam
63448,63451,43,concept:agentcreated
48471,55451,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
5773,48382,198,concept:arthropodandotherarthropod_inv
45437,620,9,concept:atdate
4165,51503,136,concept:professionistypeofprofession_inv
70643,70261,217,concept:journalistwritesforpublication
29,12947,37,concept:agentcontrols
43316,43959,43,concept:agentcreated
58580,23356,109,concept:itemfoundinroom
4078,29510,180,concept:teamplaysinleague_inv
26,65506,160,concept:athleteplaysinleague_inv
73439,1776,395,concept:bankbankincountry
59179,56577,374,concept:politicianusendorsedbypoliticianus_inv
30115,121,267,concept:televisionstationaffiliatedwith
6834,15098,12,concept:latitudelongitude_inv
17377,3637,77,concept:animalpreyson
26588,21464,8,concept:subpartof_inv
39583,32197,252,concept:coachesteam_inv
744,60250,60,concept:persongraduatedfromuniversity_inv
37026,37025,284,concept:citycapitalofcountry_inv
40394,29531,238,concept:teamplaysagainstteam_inv
17501,45460,316,concept:academicfieldsuchasacademicfield_inv
3508,53583,368,concept:weaponmadeincountry_inv
55717,26104,357,concept:furniturefoundinroom
40569,4078,179,concept:teamplaysinleague
197,1547,87,concept:synonymfor
67923,744,61,concept:persongraduatedschool
6690,1749,9,concept:atdate
26176,52517,110,concept:itemfoundinroom_inv
14276,10353,96,concept:subpartoforganization_inv
71321,71320,2,concept:worksfor_inv
17377,1273,80,concept:specializationof_inv
20332,54722,369,concept:bakedgoodservedwithbeverage
15669,65012,158,concept:athleteplaysforteam_inv
24527,994,85,concept:personchargedwithcrime
16622,4407,51,concept:agentactsinlocation
201,41438,96,concept:subpartoforganization_inv
73527,73520,254,concept:bankboughtbank_inv
154,3,38,concept:agentcontrols_inv
20528,48945,231,concept:agriculturalproductcookedwithagriculturalproduct
15892,15894,28,concept:personleadsorganization_inv
67807,8735,57,concept:personbelongstoorganization
23950,15809,39,concept:bodypartcontainsbodypart
13235,583,9,concept:atdate
32263,32262,12,concept:latitudelongitude_inv
4763,35656,240,concept:stadiumlocatedincity_inv
39519,39453,238,concept:teamplaysagainstteam_inv
10679,576,24,concept:atlocation_inv
994,4708,14,concept:agentparticipatedinevent_inv
908,17276,10,concept:atdate_inv
51449,4165,135,concept:professionistypeofprofession
48400,1277,75,concept:animalistypeofanimal
1208,10430,17,concept:locationlocatedwithinlocation
39725,17521,237,concept:teamplaysagainstteam
4078,13759,397,concept:leaguestadiums
1524,33645,258,concept:hotelincity_inv
20070,66506,204,concept:athleteinjuredhisbodypart_inv
1470,1438,88,concept:synonymfor_inv
699,9003,50,concept:personborninlocation_inv
8067,570,9,concept:atdate
858,12113,10,concept:atdate_inv
10097,625,9,concept:atdate
729,728,8,concept:subpartof_inv
52648,58266,358,concept:furniturefoundinroom_inv
73683,73987,336,concept:musicartistgenre_inv
51943,4165,135,concept:professionistypeofprofession
20853,65610,156,concept:athleteplayssport_inv
21873,49992,249,concept:chemicalistypeofchemical
58266,25972,357,concept:furniturefoundinroom
25871,25870,12,concept:latitudelongitude_inv
17511,13153,142,concept:organizationalsoknownas_inv
4235,56722,176,concept:transportationincity_inv
59129,744,61,concept:persongraduatedschool
10759,1208,18,concept:locationlocatedwithinlocation_inv
17947,48482,75,concept:animalistypeofanimal
10862,857,9,concept:atdate
12055,11139,280,concept:stateorprovinceisborderedbystateorprovince_inv
64852,26,159,concept:athleteplaysinleague
18630,18631,11,concept:latitudelongitude
71980,3837,169,concept:hasofficeincity
49465,5775,199,concept:arthropodcalledarthropod
39959,21162,237,concept:teamplaysagainstteam
49862,49976,249,concept:chemicalistypeofchemical
24478,857,9,concept:atdate
70963,44307,43,concept:agentcreated
6831,7367,198,concept:arthropodandotherarthropod_inv
25461,40915,260,concept:athletewinsawardtrophytournament_inv
746,60899,64,concept:personmovedtostateorprovince_inv
42696,43350,43,concept:agentcreated
5671,625,9,concept:atdate
27329,27330,7,concept:subpartof
53110,54005,366,concept:weaponssuchasweapons_inv
6565,8542,88,concept:synonymfor_inv
47408,47411,255,concept:bacteriaisthecausativeagentofphysiologicalcondition
68642,996,375,concept:politicianusholdsoffice
10353,10851,95,concept:subpartoforganization
1935,3000,237,concept:teamplaysagainstteam
19926,2190,109,concept:itemfoundinroom
17597,965,21,concept:companyeconomicsector
33148,746,16,concept:mutualproxyfor_inv
3763,716,9,concept:atdate
23315,25978,6,concept:agentcompeteswithagent_inv
54900,49329,231,concept:agriculturalproductcookedwithagriculturalproduct
6250,35392,24,concept:atlocation_inv
506,38,0,concept:agentbelongstoorganization
33414,33413,12,concept:latitudelongitude_inv
4309,4310,11,concept:latitudelongitude
27887,11245,43,concept:agentcreated
62094,25684,335,concept:musicartistgenre
36306,1955,26,concept:agentcollaborateswithagent_inv
10057,717,9,concept:atdate
26071,58266,358,concept:furniturefoundinroom_inv
34460,4434,89,concept:buildinglocatedincity
7373,1147,166,concept:animalsuchasinvertebrate_inv
1441,1438,87,concept:synonymfor
48396,48901,343,concept:mammalsuchasmammal
564,10588,4,concept:proxyfor_inv
37596,37597,11,concept:latitudelongitude
54888,54904,345,concept:agriculturalproductincludingagriculturalproduct
21790,14297,43,concept:agentcreated
55787,55884,110,concept:itemfoundinroom_inv
9896,39486,238,concept:teamplaysagainstteam_inv
53012,52071,247,concept:clothingtogowithclothing
5195,16661,7,concept:subpartof
16088,624,9,concept:atdate
574,24152,14,concept:agentparticipatedinevent_inv
1427,13022,8,concept:subpartof_inv
20853,59657,156,concept:athleteplayssport_inv
7307,835,78,concept:animalpreyson_inv
5141,22903,24,concept:atlocation_inv
17439,564,3,concept:proxyfor
33425,33424,12,concept:latitudelongitude_inv
10571,1208,18,concept:locationlocatedwithinlocation_inv
52623,52517,110,concept:itemfoundinroom_inv
2893,28141,77,concept:animalpreyson
6090,36463,122,concept:citylocatedinstate_inv
699,63061,50,concept:personborninlocation_inv
42849,42848,310,concept:bookwriter_inv
8099,85,179,concept:teamplaysinleague
46541,46531,322,concept:emotionassociatedwithdisease_inv
54924,54909,345,concept:agriculturalproductincludingagriculturalproduct
4163,68047,140,concept:politicianrepresentslocation_inv
46178,46196,319,concept:languageofuniversity
29,12931,37,concept:agentcontrols
16250,22324,32,concept:organizationhiredperson_inv
51612,15049,135,concept:professionistypeofprofession
574,25077,14,concept:agentparticipatedinevent_inv
29667,636,9,concept:atdate
51992,51986,247,concept:clothingtogowithclothing
18683,28004,32,concept:organizationhiredperson_inv
8589,634,45,concept:attractionofcity
6831,49537,199,concept:arthropodcalledarthropod
8544,1321,43,concept:agentcreated
746,544,64,concept:personmovedtostateorprovince_inv
18912,4192,275,concept:statelocatedincountry
39482,65687,158,concept:athleteplaysforteam_inv
201,424,268,concept:televisionstationaffiliatedwith_inv
20853,66125,156,concept:athleteplayssport_inv
54872,54922,345,concept:agriculturalproductincludingagriculturalproduct
59409,59410,43,concept:agentcreated
51212,51213,11,concept:latitudelongitude
3317,699,24,concept:atlocation_inv
58355,1059,357,concept:furniturefoundinroom
5949,729,8,concept:subpartof_inv
699,71060,48,concept:personbornincity_inv
51841,51373,135,concept:professionistypeofprofession
48230,48229,342,concept:plantrepresentemotion_inv
45436,45425,315,concept:academicfieldsuchasacademicfield
816,57316,72,concept:touristattractionsuchastouristattraction_inv
18746,11618,107,concept:competeswith
13402,27371,208,concept:producesproduct_inv
18657,18656,12,concept:latitudelongitude_inv
22279,11291,32,concept:organizationhiredperson_inv
1350,1454,10,concept:atdate_inv
48735,3802,343,concept:mammalsuchasmammal
37928,1776,213,concept:citylocatedincountry
58266,3900,357,concept:furniturefoundinroom
8990,61467,22,concept:companyeconomicsector_inv
44007,44008,309,concept:bookwriter
3636,1277,77,concept:animalpreyson
